1076,5,Microcontroller
85,5,Arduino Uno R3 headers
102,5,MicroSD card
380,5,CR1220 backup battery
790,5,GPS unit
960,5,GPS antenna
1769,5,2-pin socket for battery
270,15,Type K thermocouples
366,5,10-pin socket for XBee
128,5,XBee transmitter
